gender,employment,age,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,好き嫌い,心地よい不快,感じの良い悪い,なめらかしどろもどろ,流暢たどたどしい,話慣れた慣れていない,声大きい小さい,元気のあるない,力強い弱々しい,速い遅い,せわしげな呑気な,スピード感あるゆったりした,礼儀正しい無礼,真面目不真面目,丁寧ぞんざい
Male,Student,20-29,25.353073,0.3251449,16.089144,26.373884,31.617785,15.528641,228.58916,260.90024,205.79063,315.2959,0.044029545,1.8029716,0.011381604,0.01544157,0.05391804,0.042536438,2.1345253,2.599042,2.288289,3.5326016,0.018305259,2.692566,12.501412,0.87605083,13.384978,0.95768714,21.58884,0.43884766,10.15229,1.7100888,0.04578588,1.9808623,1.5555866,0.8924134,0.15801148,40.05774,3.7236032,6.5872254,18.55,1.1858563,679.398,0.37684652,1171.4789,0.2756483,-189.53001,-0.22575273,1773.4478,0.20944011,942.22626,0.48873693,-189.35371,-0.22307742,2830.0122,0.11432417,785.5712,0.5106569,-189.50868,-0.21942233,-14.582487,-1.0008647,23.99161,0.7215148,-0.011893104,-3.862536,-0.016456263,-0.9331601,0.07281475,1.610929,27.169348,0.45971498,1.139184,19.818243,18.469715,0.8098735,-17.720232,-1.3301105,-23.630068,33.388103,-0.071511656,0.0023110819,0.014554826,0.20577456,0.594951,0.09432432,0.110672146,1.4299505,2.6225739,-53.497124,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Male,Student,20-29,31.963535,0.3226056,24.031176,29.408781,38.562912,14.531736,587.7653,902.65094,345.2238,507.4973,0.056832306,1.0166475,0.014003931,0.030152133,0.09759901,0.083595075,1.407122,1.046479,1.210875,0.95151657,0.012121126,1.2088431,9.620994,1.3504828,5.30549,2.631295,21.860157,0.5297557,3.027563,5.564957,0.059921898,1.8858255,2.1356583,0.75478274,0.78049684,6.790831,-2.3968594,-8.854919,0.6187014,32.103004,892.8804,0.27367124,901.9883,0.38646653,-192.07608,-0.19886738,1988.0405,0.15809862,724.9847,0.55186146,-191.42389,-0.20431884,2998.5684,0.08817741,738.3996,0.3390025,-191.19724,-0.20802803,-4.310034,-2.2468886,11.158527,0.9039547,0.033058465,1.3474244,-0.004792526,-3.948635,0.039408036,0.7337148,16.119541,0.9748875,-8.712255,-1.8917706,21.016275,0.66251117,-13.79681,-1.6651537,-13.034001,21.866215,-0.025806924,0.0073504155,0.01070869,2.2345264,0.63571894,0.06373333,0.051530533,1.3412048,2.0517728,-61.328114,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Male,Student,20-29,24.093822,0.3100526,16.934454,23.38451,29.06004,12.125586,306.44742,345.4405,180.71921,195.4179,0.056747906,1.5245154,0.011074558,0.018045252,0.08940263,0.07832807,2.3238974,1.959774,2.1217277,2.2822995,0.016737092,3.1984897,11.057289,0.9485974,6.7971883,1.8930622,17.003841,0.5649601,7.03214,2.0438955,0.062718146,1.8511527,1.9060646,0.8568019,-1.4654747,-3.6365583,4.758545,5.347053,11.130957,1.661318,740.04254,0.4216385,1046.1873,0.30939955,-188.13483,-0.23840308,1768.6309,0.20872292,845.22565,0.34891012,-187.74203,-0.24098586,2795.8828,0.12276457,717.0602,0.4183638,-187.9049,-0.2375249,-7.9555655,-1.2714924,14.884461,0.7713423,0.005673355,7.7910204,-0.011245608,-1.1593192,0.09541293,1.5809482,21.000973,0.5480228,-3.957552,-4.637791,19.437916,0.68500763,-7.0460596,-2.6586356,-15.17053,24.558,-0.02891661,0.004654587,0.01076392,0.5762875,0.7543865,0.08067416,0.07322121,1.15539,2.6258397,-53.03801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Male,Student,20-29,23.709538,0.2098019,20.48421,22.989487,26.559057,6.074848,227.34381,362.6413,140.49841,301.36533,0.12622258,1.3224787,0.015951615,0.04340951,0.22892016,0.21296854,3.8820777,2.9643488,3.3923485,3.0221758,0.03904419,1.9546322,16.321753,0.88647974,4.068951,3.1948035,21.27447,0.62744987,-1.7304598,-10.291055,0.03668213,2.17676,1.5411774,0.88504714,2.310304,1.8022217,2.1843157,6.883167,16.531048,0.62819797,657.7301,0.4658521,1120.4613,0.23143028,-147.78642,-0.5596017,1723.1915,0.23201384,768.50745,0.42081302,-147.63937,-0.5429159,2757.7283,0.117032275,672.269,0.3932719,-148.18268,-0.5347452,-10.477643,-0.6211299,17.406252,0.4303442,0.030165546,1.313911,-0.015619081,-0.99607986,0.096066535,1.1360855,28.826933,0.42617872,-1.8661577,-6.865081,27.390568,0.5165909,-16.189777,-1.2079797,-13.465636,23.230688,-0.032176137,0.0053294906,0.01591193,1.5555699,1.9865634,0.13495146,0.11366399,0.3585786,0.68974966,-46.668507,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Male,Student,20-29,25.207031,0.2586881,20.657238,24.735119,30.47136,9.814121,322.19397,436.45285,190.58177,281.86905,0.097545035,1.4022248,0.013946319,0.040157422,0.15841739,0.14447106,3.469674,5.0290074,2.6012318,3.8106909,0.0369192,3.0227857,16.802635,0.81052667,4.0803337,3.4888115,17.980553,0.6696195,-1.9131554,-9.566928,0.047492273,2.3475075,1.4800979,0.93903065,1.0211283,5.436492,1.5353702,12.257771,11.84088,1.2717693,638.00885,0.4455084,1149.62,0.23602518,-167.56088,-0.4144221,1660.8633,0.24563362,843.30334,0.36750212,-166.44911,-0.41643906,2711.0686,0.11537602,695.64465,0.4755594,-167.01324,-0.4073677,-8.921911,-0.84386504,16.025719,0.5372277,0.012145421,3.4500818,-0.015471986,-1.0759969,0.11066058,1.7597896,28.515207,0.38949156,-7.734326,-1.9141515,18.983952,0.6623988,-17.630962,-1.2077979,-15.211025,24.444527,-0.030930668,-0.0012558574,0.02051978,0.7360031,1.6330205,0.10055118,0.09678334,0.49831325,0.9737831,-46.905727,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
Male,Student,20-29,29.820316,0.29367578,23.846607,28.233402,35.513718,11.66711,486.99866,687.6889,275.37204,485.34998,0.074950285,1.754841,0.012703174,0.02473274,0.10524879,0.09254561,4.2867274,5.963771,3.0226178,3.8923972,0.02067671,3.0080585,10.639942,0.9540069,6.9552097,2.030873,21.868761,0.4837601,5.4578605,3.1205783,0.048666406,2.0367475,1.7414862,0.81588554,0.42751637,11.335442,-1.4260329,-15.398496,-0.7886372,-23.711924,784.11487,0.43261796,838.0502,0.35764566,-184.95131,-0.2760625,1855.9883,0.20578349,588.8846,0.4388184,-183.01245,-0.29319802,2890.0173,0.13208993,553.37665,0.4031777,-182.7766,-0.29650638,-2.2497327,-3.0096822,9.1215515,0.8289366,0.02552833,1.5992678,-0.011917271,-1.0611734,0.09434633,1.5136375,14.607079,0.7163917,-14.699402,-1.0150701,22.787544,0.60582113,-18.28016,-1.0157381,-16.015154,25.004152,-0.03460674,0.0005283594,0.013226573,0.57907075,0.89357126,0.08981481,0.096978866,0.96901786,1.9501351,-51.58352,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0
Female,Student,20-29,37.803574,0.2263309,36.343567,39.072052,43.610428,7.266861,386.47595,560.0804,366.84372,704.61584,0.07734437,1.2587291,0.012201762,0.033668414,0.13224293,0.12004117,1.8943017,2.1983805,1.5887536,1.8647214,0.015637156,2.3121288,11.590416,0.7951695,4.3479376,2.8764534,14.855968,0.8737599,1.4194748,11.388825,0.033520535,2.465821,1.1074128,0.8742993,6.4203424,1.0614588,4.7791677,3.6444325,13.691577,1.1151628,561.9033,0.46879086,1133.2633,0.24041742,-183.88515,-0.28526422,1602.7802,0.17714955,833.0896,0.4839636,-172.33392,-0.37147042,2667.8594,0.10290204,851.0145,0.6176817,-172.87004,-0.3631716,-7.973931,-0.8476383,17.172167,0.42454693,0.039430972,1.2728062,-0.009462748,-1.5763385,0.055617116,1.1950164,16.970726,0.54637814,-7.6715612,-1.8680671,7.8430333,2.1367075,-18.046917,-0.90337473,-12.994817,22.334894,-0.008889481,0.0022278489,0.00827644,0.6287054,1.1031744,0.13065,0.11977513,0.76494926,1.5512093,-54.64514,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Male,Student,20-29,24.852467,0.2649529,21.685781,23.743744,26.781435,5.0956535,208.48242,250.938,212.45462,283.18512,0.04959871,1.0411634,0.012430407,0.027537674,0.08195044,0.069520034,1.2800742,1.0174986,1.1143409,0.9768922,0.00953762,1.4937956,12.292548,1.0834416,4.285252,2.600165,20.035841,0.6566064,3.340626,4.6467767,0.02542086,1.8725864,1.4299468,0.8608705,2.0754225,2.0367541,0.9796861,24.28276,9.281281,2.0544446,644.7282,0.48427013,1115.9885,0.24929641,-194.2431,-0.17088328,1643.2974,0.24836063,810.69867,0.35006547,-193.82623,-0.17403537,2681.3252,0.13539195,656.24164,0.31354252,-193.82434,-0.17260294,-7.0795174,-0.7829957,13.997339,0.4826095,0.030086314,1.3422918,-0.014950514,-0.8771559,0.035405535,0.6563413,26.885937,0.48464915,-9.16099,-1.3520384,23.149332,0.6519206,-18.82226,-1.0262028,-12.371729,21.167696,-0.030892596,0.0015787554,0.008523954,1.7929736,0.50509375,0.06220339,0.052917223,1.6800752,2.806585,-61.80876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Student,20-29,25.848701,0.26755515,22.07413,25.571138,30.160248,8.086119,487.4089,772.3127,169.24802,241.13977,0.051385436,1.6878841,0.010610368,0.015273363,0.074674845,0.06406447,2.3821554,2.0821142,1.9181652,1.9868188,0.016565178,1.8014003,13.125004,0.90326023,13.283099,0.8908202,20.19157,0.47685894,8.937098,1.9135418,0.032648124,1.6015834,1.5447388,0.8636551,1.4732037,3.8391645,4.884767,3.3711026,17.567747,0.9230535,663.79517,0.43169355,1109.6661,0.30042082,-186.37366,-0.25758702,1708.5067,0.2156784,866.4076,0.46292573,-186.08533,-0.25584456,2734.7444,0.12902547,735.22455,0.46639317,-186.21854,-0.25206342,-10.809827,-0.88713706,18.628698,0.66133094,0.009110231,4.450235,-0.016741658,-0.84730095,0.06164583,1.1555749,25.709595,0.5111248,-0.96576405,-16.777107,22.35566,0.686309,-16.264507,-1.29029,-22.047474,31.971079,-0.058865484,0.0013717327,0.012596011,0.52633834,0.8346174,0.08507692,0.08820934,1.0369267,2.1531484,-55.37636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Student,20-29,26.260942,0.32812634,17.738787,26.026644,31.982128,14.243341,347.09702,527.995,249.37436,421.5013,0.08149019,1.3624711,0.012415568,0.033846386,0.1326819,0.12026634,3.0050077,2.9743328,2.7111332,3.1445563,0.030366927,2.4047346,14.085516,0.784087,6.443351,1.8611547,17.07266,0.6564284,5.8529234,2.7802362,0.06331092,1.8004248,1.8332012,0.7541497,-0.31673226,-16.454683,3.8436263,5.6849217,12.527954,1.4626274,657.7286,0.4683745,1093.88,0.26529905,-175.87663,-0.34695682,1677.0543,0.22570744,815.5478,0.35415062,-174.07422,-0.35659695,2731.8074,0.13116118,654.1145,0.51484585,-174.51619,-0.3490546,-9.259107,-1.059608,17.785557,0.6253034,0.0025985246,20.6214,-0.0073482436,-1.8425883,0.11240968,1.326621,21.120956,0.4896512,-2.326032,-5.9977345,13.872067,0.9408195,-4.52363,-4.2034073,-15.978091,25.678959,-0.03198885,0.0023377927,0.01662026,1.1807305,1.3762046,0.09242563,0.08057615,0.5988989,1.4122944,-50.144955,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Female,Student,20-29,38.22243,0.2882124,34.068604,40.240097,46.063686,11.995083,466.72903,641.63684,370.96323,549.6702,0.102725215,1.5215586,0.012034193,0.025995389,0.169606,0.15757181,3.3808544,3.1643934,2.9215794,2.8288102,0.03188378,2.3171504,11.170573,0.8336308,3.7905471,3.985552,15.850314,0.7522112,2.3865135,6.898323,0.048082426,1.98009,1.2983243,0.81935465,4.443104,1.611017,6.1485295,3.4446158,13.228623,1.2251207,609.46844,0.4996694,1108.2977,0.28369844,-178.31584,-0.33191493,1660.6516,0.20049097,867.63416,0.4175792,-164.32213,-0.42984682,2674.3228,0.11496491,896.40076,0.5529049,-164.9299,-0.42075124,-7.2569695,-1.064939,16.328175,0.4741576,0.03513146,1.4747174,-0.0101755075,-1.3556569,0.10552846,1.126431,16.363008,0.6717568,-11.664859,-1.5345792,8.371565,1.9862162,-17.340034,-0.9577523,-14.196057,23.13572,-0.014227996,0.0030496512,0.013809242,1.0579345,1.5084715,0.12085595,0.10131444,0.5544098,1.5772357,-49.70685,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Male,Student,20-29,24.643341,0.248824,19.290611,24.960108,29.47525,10.184639,299.9963,411.89838,188.86852,259.615,0.05279852,1.3112732,0.008859268,0.019340439,0.089199185,0.080339916,1.7738678,1.5300264,1.5526224,1.5059971,0.014143618,1.9437363,14.933598,0.9000292,9.135936,1.297455,13.768203,0.86379164,1.9725081,9.340629,0.0686147,2.121674,1.4972799,0.87993807,1.0584546,5.197142,1.8970354,9.40143,17.047674,0.8737917,571.1973,0.4730403,1150.7603,0.18238726,-183.00761,-0.29274425,1628.7693,0.24058865,783.8197,0.39491472,-182.46652,-0.28953657,2662.8616,0.1251414,657.1325,0.4246602,-182.87064,-0.28238016,-12.424656,-0.5930068,20.057158,0.3957843,0.03840132,1.3197875,-0.01955058,-0.89339864,0.05885282,0.9471467,27.571758,0.30611804,2.3639607,5.4387474,13.791073,0.8722699,-15.945364,-1.3664793,-14.094148,23.78427,-0.016191082,-0.0013296475,0.009240882,1.5129873,0.9563519,0.091615856,0.090014316,0.9082143,1.6465669,-57.205555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Male,Student,20-29,27.739977,0.3399713,20.80396,26.213259,33.773872,12.969912,496.30978,693.85974,278.86273,483.0643,0.085790895,1.7691025,0.0119503755,0.023267457,0.1274623,0.115511924,4.5586777,5.5196676,3.6118424,4.228921,0.029596496,2.9348226,11.692724,0.9371402,6.394176,2.2482467,21.459192,0.5145922,6.6293917,2.6758215,0.05466192,1.8775496,1.8822676,0.7797839,-0.6403267,-7.88179,0.9807937,24.900192,4.2464066,4.658411,774.0321,0.4189568,896.10394,0.35747552,-179.37239,-0.32265446,1848.5406,0.2027078,633.66205,0.5101864,-177.57303,-0.33504638,2885.0894,0.12937774,582.4911,0.46347323,-177.2712,-0.33844748,-5.589235,-1.7089981,12.399779,0.8764544,0.017681345,2.7102313,-0.01264119,-1.017602,0.12406252,1.4948325,17.698347,0.6633673,-9.886645,-1.6193484,24.623163,0.58503544,-14.693721,-1.3235425,-17.10104,26.54817,-0.04044087,0.0008328534,0.01644074,0.725884,1.2158144,0.08952039,0.07675534,0.72214633,1.3557479,-48.82452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Student,20-29,27.158688,0.29109672,21.707453,27.164219,32.026257,10.318804,398.5809,559.2255,175.88525,173.9986,0.1037322,1.3428035,0.014189722,0.04944903,0.16566496,0.15147524,2.9674726,3.1770644,2.7636175,3.585956,0.03437098,2.8294978,12.987158,0.93394005,-0.61627775,-25.32316,20.650627,0.5982955,1.5087049,12.10167,0.05974306,2.016339,1.7852948,0.8376878,-0.3047052,-16.65919,2.883355,7.775492,5.2799067,2.9191723,706.9392,0.444524,1015.21625,0.29563662,-173.53778,-0.36950493,1735.4609,0.23404358,767.5221,0.38349193,-171.19518,-0.38676012,2768.7017,0.12062091,681.4695,0.42751703,-171.23788,-0.3848095,-4.585271,-1.699231,11.650331,0.7865417,0.009867246,4.5199285,-0.008562987,-1.5275829,0.11788342,1.5689571,22.158358,0.52344114,-14.185764,-1.1051673,20.89599,0.6688289,-15.285532,-1.2901628,-12.613065,21.420803,-0.035453778,0.003722329,0.019170826,0.6751511,1.4484925,0.09391608,0.08386954,0.56196797,1.1902264,-47.64469,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
Male,Student,20-29,27.534376,0.16689578,24.293997,26.781134,30.33363,6.039633,235.02689,364.05817,98.58763,254.62628,0.105686575,1.5616066,0.011727466,0.022525048,0.18253364,0.17080617,3.8178384,3.899193,2.839902,2.6631997,0.023233913,2.1331744,11.64758,0.87639225,2.544599,5.964031,17.799545,0.6025777,5.7812266,2.4417305,0.033119965,2.5350854,1.3626455,0.83213836,1.788069,2.2541068,1.0584548,10.495338,5.44577,1.6525116,656.93176,0.48789307,1034.6207,0.25170794,-168.3513,-0.41833603,1688.0475,0.22679864,747.46735,0.34267068,-165.46747,-0.438742,2716.505,0.12727575,731.89417,0.33556294,-165.57812,-0.43683085,-2.5315266,-1.8436042,9.135767,0.64692026,0.043800026,0.8406124,-0.009527032,-1.1592671,0.07673904,1.0868852,19.58064,0.4574346,-14.989432,-0.80397516,16.146944,0.79776734,-9.655114,-1.6168213,-13.545929,22.091797,-0.020787844,0.0025126429,0.011474606,1.2962902,1.3606591,0.12133995,0.09715909,0.5844853,1.0746349,-51.203243,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Male,Student,20-29,25.525887,0.3438237,16.725128,25.99408,30.590334,13.865206,364.83777,443.4164,246.95383,267.46927,0.081004776,1.3501724,0.013793165,0.042623613,0.12162089,0.10782773,2.5296178,2.6707308,2.3662908,2.9965107,0.028829843,2.9394474,12.70089,0.9583066,0.9698634,14.776631,19.613111,0.6182023,2.027097,8.6914215,0.07866193,1.8670385,1.9732378,0.75834167,-1.92448,-2.56483,3.3701093,6.999217,9.124159,1.941996,660.75604,0.430021,1117.2842,0.25918967,-185.30183,-0.2669295,1665.6294,0.23687719,856.69794,0.35843465,-184.22064,-0.2750854,2735.95,0.11671355,675.8814,0.4801061,-184.34344,-0.27160892,-7.791657,-1.1847979,15.942799,0.7025946,-0.010823472,-4.3988767,-0.0054595536,-2.3076484,0.14938565,1.3320402,23.156685,0.5033817,-9.578359,-1.7504257,17.451353,0.6846409,-14.134447,-1.2753412,-12.90256,21.848288,-0.03874329,0.0042919815,0.01711833,0.50893706,1.0273237,0.07465671,0.06134648,0.8860423,1.785399,-49.11248,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
Male,Student,20-29,30.825037,0.26165858,26.08551,30.048204,36.383842,10.298332,438.82828,691.17255,226.09016,346.2795,0.07442412,1.7862661,0.011419025,0.016728537,0.11052599,0.09910696,3.506089,3.3051734,3.1708841,3.4329448,0.027455738,2.6839478,10.205204,0.9227964,8.856374,1.5143228,22.154951,0.47396478,6.8289933,2.8283556,0.050367314,1.8420225,1.738509,0.83634216,0.9259792,5.969391,2.268895,9.4620495,5.870988,2.7244227,794.044,0.35311076,920.1821,0.34251496,-183.51692,-0.29055116,1863.8177,0.1885206,689.71014,0.46332672,-181.75206,-0.30420515,2879.2354,0.11279242,612.323,0.42335814,-181.65675,-0.30452293,-4.2818704,-1.8852967,11.425491,0.81806606,0.007350601,5.3390675,-0.008957975,-1.6297668,0.10668202,1.3531404,17.309961,0.6149411,-12.721111,-1.2808106,22.74732,0.7397346,-22.69659,-0.9475911,-21.497513,30.954311,-0.06750262,0.0033698222,0.018728286,0.6775608,0.9015087,0.09891156,0.092788465,0.9877551,2.188854,-49.981956,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Male,Student,20-29,27.869251,0.31620967,21.94955,27.95559,31.847513,9.897963,500.70703,696.3146,253.8509,336.50754,0.077819,1.4468995,0.013046472,0.031565674,0.11675364,0.103707165,2.5791943,3.1475232,2.5035336,4.284171,0.024218721,3.1784518,12.748612,0.9213739,2.8539078,4.956071,18.520386,0.6125983,2.8327558,5.626705,0.06527522,2.0083952,1.6976178,0.76258296,-0.37157154,-13.548633,2.4348273,7.6893034,7.053144,1.9218429,701.0245,0.42681766,1051.4469,0.28554875,-183.98492,-0.28134596,1706.3323,0.23190117,797.415,0.3116445,-182.30292,-0.2955473,2754.4248,0.11897935,674.6438,0.43458483,-182.21776,-0.29443234,-5.2709928,-1.4752531,12.307859,0.75524974,0.0023086597,20.631853,-0.00578645,-2.147391,0.11640193,1.4459383,21.067541,0.60031694,-11.10871,-1.3393574,18.8614,0.6884133,-12.472275,-1.429471,-13.037554,22.015038,-0.030116115,0.0040892423,0.014199144,0.37274674,0.99923605,0.087125376,0.07929542,0.89064217,2.4366128,-49.90871,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
Male,Student,20-29,23.68258,0.24972755,19.07749,23.589527,27.860447,8.782957,334.6551,436.3582,138.17778,176.77449,0.11250564,1.3784223,0.01339842,0.045939658,0.19309223,0.1796938,3.666752,4.092752,3.1058657,3.0793946,0.04204909,2.4191377,18.067354,0.79161876,5.734117,2.2819881,15.680018,0.6782761,2.6196158,6.100634,0.0497228,2.2728777,1.5244334,0.9048631,1.1704783,4.645507,1.8598622,11.040364,16.993158,1.0161583,530.70416,0.45331553,1244.1542,0.18562078,-151.94202,-0.53025293,1516.6091,0.20877784,925.1902,0.30251056,-152.1846,-0.5121915,2556.3423,0.12092473,756.9667,0.4056396,-153.59483,-0.49241754,-11.89354,-0.57082397,20.134459,0.39223623,0.022989584,1.6387228,-0.018716807,-0.76157683,0.09651471,1.3934274,30.574955,0.38420308,-2.2368422,-6.3267317,15.729449,0.78936166,-11.372938,-1.5889461,-16.470886,26.395191,-0.031885352,0.0006342407,0.022745967,0.99908346,2.0444336,0.11781764,0.09316412,0.3743269,0.7975118,-46.711327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Student,20-29,38.131973,0.2171692,34.25625,37.95436,42.737328,8.481079,390.8405,621.83966,212.33614,364.0054,0.1634244,1.4925295,0.02197721,0.049686745,0.26834482,0.2463676,5.2084823,4.434431,4.257337,3.8558583,0.06671965,2.555159,12.106444,0.8373696,0.3210306,51.802505,17.804705,0.7546088,6.4868855,2.4009435,0.034321617,1.8229011,1.2189901,0.86746764,5.65159,1.1382222,1.4948622,9.656759,8.335436,1.6915642,550.8612,0.44112748,1076.6511,0.2951176,-164.88116,-0.44165853,1573.6091,0.16392733,847.2949,0.44131836,-149.67487,-0.54542834,2594.657,0.09740118,951.3495,0.4911626,-149.9689,-0.5394933,-5.911249,-1.5527034,14.557119,0.67266804,-5.096529e-05,-875.05725,-0.01077227,-1.2943704,0.17143063,1.6004541,16.38703,0.74735636,-12.197575,-1.4552363,9.619288,1.7856317,-8.370036,-1.906368,-18.035702,27.416506,-0.06900416,0.0014642561,0.02776823,1.3400989,1.454226,0.17628635,0.15475497,0.509093,0.90705436,-42.032185,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
Male,Student,20-29,25.781965,0.20963743,22.080229,25.371904,29.827919,7.74769,284.08548,437.44034,140.36136,327.83514,0.26078314,1.301767,0.019790752,0.11486113,0.46167612,0.44188538,7.8734875,6.561375,6.4948034,6.0855036,0.10027203,2.0152862,18.951656,0.7010562,-0.73570067,-24.469872,22.155964,0.6119129,-2.2684457,-8.619691,0.029827602,2.1988707,1.4079766,0.8705475,2.4345388,2.0320663,4.267746,4.026217,12.191693,1.0711048,506.60968,0.49086407,1110.617,0.19130218,-124.88109,-0.74101263,1539.2843,0.19837815,727.6142,0.4182786,-123.750984,-0.72580504,2578.8726,0.10649404,673.5348,0.38831243,-124.24576,-0.71753395,-8.074286,-0.74111366,15.103108,0.4662822,0.02898488,1.4040921,-0.018142547,-0.77322596,0.19256133,1.2914448,28.081268,0.37920064,-11.511965,-1.495536,24.899042,0.62760025,-16.468042,-1.1032511,-15.215058,24.68209,-0.041448273,-0.0006520402,0.036733985,1.3986468,2.1146464,0.18216923,0.16157514,0.2879736,0.6544627,-38.933334,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
